application_type_raw,application_type_clean,application_track,application_has_early_merit,application_type_inconsistent_flag,remaining_cap_50_rule_pct,level,application_term,nationality,applicant_citizenship,applicant_marital_status,applicant_plan_to_reside,father_status,father_employment_sector,father_position,father_employer_name,father_annual_income_from_work_status,father_work_status_benefits_total,father_self_employed_name,father_gross_income,father_net_income,father_ever_worked,father_unemployment_date,father_second_occupation_flag,father_job_info_clean,father_job_info_category,father_income_document,father_income_document_status,father_income_document_suspicious_flag,mother_status,mother_employment_sector,mother_position,mother_employer_name,mother_annual_income_from_work_status,mother_work_status_benefits_total,mother_self_employed_name,mother_gross_income,mother_net_income,mother_ever_worked,mother_unemployment_date,mother_second_occupation_flag,mother_job_info_clean,mother_job_info_category,mother_income_document,mother_income_document_status,siblings_at_aub_count,siblings_not_at_aub_count,siblings_other_total_tuition,siblings_other_total_financial_assistance,source_of_income_type,source_of_income_work_status,source_of_income_has_record,dependents_count,investments_count,investments_total_annual_profit,financial_assistants_count,financial_assistants_total_est_annual_amount,special_family_circumstances_category,special_family_circumstances_detail,loans_count,loans_total_amount,loans_total_monthly_payment,loans_total_remaining_balance,loans_max_remaining_years,properties_count,property_types,properties_total_area,properties_total_estimated_value,properties_mortgaged_count,properties_rented_income_total,properties_planted_income_total,cars_count,car_models,cars_mortgaged_count,travel_records_clean,travel_records_category,travel_records_missing_flag,certificate_ownership_clean,certificate_ownership_status,applicant_is_employed,applicant_position,spouse_citizenship,decision,over_and_above_decision,over_and_above_percentage_awarded,has_over_and_above,submission_date,need_pct,need_comment,merit_pct,merit_hist_pct,merit_comment,consent_to_share_information,bin_status,faid_missing_documents,faid_missing_documents_count,school,school_was_missing
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Other,Unemployed,,معقب معاملات,Nefa'a - Dekwaneh,,,,,,Yes,2022-05-01,0,"used to work in nef3a, stated that nef3a does not open anymore",other,0.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,2,1790.0,635.0,not_applicable,,1,0,0,,0,,other,"I am financially independant from my family, I work and provide for myself.",0,,,,,0,,,,0,,,0,,0,0 for parents; missing for applicant,none,1,,missing,0,,,awarded,no_o_a,,0,2024-05-24,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded_without_sending_letter,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"International College (IC), Beirut",1
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Rented Apartment,Self-Employed,,,,,,"N/A, Lebanon",20000.0,1000.0,,,0,"Music tutor; musicians, performs, in gigs and concerts often locally, sometimes abroad; tax: 39M lbp",other,20000.0,parsed,0,Unemployed,,Teacher,Universal College of Aley,,,,,,Yes,2018-09-30,0,nssf,nssf,0.0,parsed,0,1,1962.0,0.0,not_applicable,,0,2,0,,0,,sickness,"I am clinically diagnosed with OCD (Obsessive-Compulsive Disorder) and I require clinical treatment as well as medication (Fleuoxitine). In addition to that, i have mild scoliosis so I require phyisotherapy from time to time. Also, My grandmother has Epilepsy, Rheumatism, High Blood Pressure, and Osteoporosis; she depends on my father for her medication and treatment.",0,,,,,2,land,2628.0,35000.0,0,,,3,"Subaru, Outback, 2011; Hyundai, Accent, 2014; BMW, 325, 2002",0,0-low for mother and applicant; high for father in 2024 and 2025 to emirates and kuweit and kordan and qatar,high,0,missing,missing,0,,,awarded,percentage,10.0,1,2025-11-17,20.0,Awarded 20% as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,awarded,Certificate of Ownership نفي ملكية,1,Universal College - Aley,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Syria,Syria,Single,AUB Dorms,Unemployed,,Civil Engineer,Military Housing Corporation,,,,,,Yes,2000-12-14,0,nssf,nssf,0.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,1,0,,,relative,self-employed,1,0,0,,5,20500.0,other,"Our house in Maaloula, Syria, was destroyed by the war, and my dad's factory in Damascus, Syria, also got destroyed by the war.",0,,,,,1,apartment,85.0,50000.0,0,,,0,,0,high and recent for parents,high,0,1 apt in faytroun,reported_ownership,0,,,awarded,no_o_a,,0,2024-11-28,15.0,Awarded 15% as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,,0,"Antonine International School (AIS), Ajaltoun",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"CSP offshore, Lebanon",102114.0,32114.0,,,0,tax booklet: 2B,tax_booklet,102000.0,parsed,0,Employed,Private Sector,P.E. Teacher,Al-Batoul-High School,,1070.0,,,,,,0,,missing,3000.0,parsed,0,2,7350.0,0.0,not_applicable,,0,3,0,,0,,other,"Properties (especially lands) are out of reach due to them found in Al-janoub restricted areas, these properties were considered as a way of saving so that they will be sold when in need for university fees. So the savings for university fees are out of reach. These properties may not get sold after the end of the ristriction since the area they're in is no longer considered a good area for investment. The financial state of the family is not clear, as nothing is known about the lands in al janoub",0,,,,,4,apartment; business premises; land,4186.0,200000.0,0,,,2,"nissan, x trail, 2009; MERCEDES, GLK 280, 2009",0,,missing,1,,missing,0,,,denied,,,0,2025-01-01,0.0,Denied as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,denied,Certificate of Ownership نفي ملكية,1,Al Batoul High School,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,10.0,Undergraduate,202510,Lebanon,Lebanon,Single,Parents Home,Employed,Armed Forces,,Lebanese Army,2836.0,,,,,,,0,,missing,3200.0,parsed,0,Employed,Private Sector,Teacher,Collège Protestant Français,,1000.0,,,,,,0,,missing,21000.0,parsed,0,1,750.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,1,apartment,150.0,100000.0,0,,,2,"Kia Picanto, 2014; Toyota, 2013",0,very low,low,0,OC: 1 apt in zalka,reported_ownership,0,,,awarded,no_o_a,,0,2023-11-13,30.0,Awarded 30% as per Committee Decision FA Fall 2024-25,40.0,,Awarded 40% Early Admissions MERIT scholarship for FA Fall 2024-25,yes,awarded,,0,"College Protestant Francais (CPF), Koraytem Beirut",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,AUB Dorms,Employed,Private Sector,Truck Driver,Mohamad Saad for General Trade and Contracting Est,3428.0,,,,,,,0,,missing,4949.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,1,0.0,0.0,not_applicable,,0,1,0,,0,,none,,0,,,,,4,land,1300.0,15000.0,0,,,1,"Toyota, COROLLA, 1989",0,zero for all,none,0,OC: 4 lands in Baisour,reported_ownership,0,,,awarded,percentage,10.0,1,2025-10-03,20.0,Awarded 20% as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,awarded,,0,"Official Secondary School Baissour, Baissour",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,With Relatives,Employed,Public Sector,personal driver,,500.0,,,,,,,0,,missing,6000.0,parsed,0,Employed,Public Sector,teacher,,,,,,,,,0,,missing,5400.0,parsed,0,2,35.04,10913.61,not_applicable,,0,0,0,,0,,none,,3,21852863.0,2185263.0,18667110.0,10.0,0,,,,0,,,0,,0,0,none,0,,missing,0,,,awarded,no_o_a,,0,2024-11-27,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,,0,"Le Lycee National, Choueifat",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,With Relatives,Employed,Private Sector,Rooms Division Manager,Lancaster Eden Bay,26400.0,,,,,,,0,,missing,27693.0,parsed,0,Employed,Private Sector,Head of Logistics and Procurment,Al Taghziah S.A.L,,,,,,,,0,,missing,9634.0,parsed,0,2,7066.66,416.6,not_applicable,,0,1,0,,0,,none,,0,,,,,4,apartment; business premises; land,222.25,35770.0,0,7200.0,,1,"Nissan, Sunny, 2004",0,,missing,1,very small portions of lands,reported_ownership,0,,,awarded,no_o_a,,0,2025-10-08,20.0,Awarded 20% as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"National Protestant College, Kfarshima",0
,Regular Graduate Application,graduate_regular,0,0,50.0,Graduate,202510,Lebanon,Lebanon,Single,Parents Home,Retired,"Private Sector, 2023-04-01",,,,4000.0,,,,,,0,"single pay retirement: $4,500",retired,0.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,"law suits, sickness","As mentioned in the home’s ownership documents, we don’t own the home because long time ago we paid only half its price since there were no official documents. Currently, the owner of the building, Mr. Zakaria Al Shami, is in the process of finalizing the official documents for the property. In conjunction with this, he has requested an additional payment of $16,000 from us as the remaining balance for our apartment. Given the significant amount, this request poses substantial financial strain on our family. Moreover, I would like to bring to your attention that there is an ongoing lawsuit between Mr. Zakaria Al Shami and my father, Mr. Ahmad Mawla, which further complicates the situation. The details of this lawsuit are confiden2tial, but the tension between the two parties is notable and relevant in the context of our financial obligations to Mr. Al Shami. Also, My father has been diagnosed with a heart-related issue that requires consistent monitoring and medical attention. Due to the severity of his condition, he has been prescribed several medications, which he needs to take on a monthly basis to manage his health effectively. The financial implications of maintaining his health, including regular doctor visits and the cost of medications, pose a significant strain on our family's financial situation. It's crucial for him to continue these medications without interruption, as they play a pivotal role in ensuring his wellbeing and managing his heart condition. Please note that I can provide official documents for each of the cases above.",0,,,,,1,land,27729.0,5000.0,0,,,2,"Hyundai, Sonata, 2015; Suzuki, Swift, 2018",0,0,none,0,AUB receipt,reported_ownership,0,,,awarded,no_o_a,,0,2024-06-29,20.0,Awarded 20% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,,0,"International College (IC), Beirut",1
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,AUB Dorms,Employed,Private Sector,teacher,Al riyad high school,96000.0,,,,,,,0,,missing,11000.0,parsed,0,Employed,Public Sector,teacher,,,3375.0,,,,,,0,,missing,5500.0,parsed,0,0,,,not_applicable,,0,0,0,,0,,none,,0,,,,,2,house; land,2547.0,75000.0,0,,,2,"Nissan, Sunny QG sedan, 2010; Jeep, GR cherokee laredo SUV, 2011",0,,missing,1,,missing,0,,,awarded,no_o_a,,0,2025-03-30,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,,0,Al Riyadh Exemplary Sec. Sch.,0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Armed Forces,,General Security,8110.0,,,,,,,0,,missing,9018.0,parsed,0,Employed,Private Sector,Assistan Branch Manager,LGB-Bank,,2500.0,,,,,,0,,missing,18239.0,parsed,0,1,3600.0,0.0,not_applicable,,0,0,0,,0,,none,,1,66120000.0,1500000.0,22500000.0,1.3,10,apartment; house; land,27169.0,805000.0,0,,0.0,2,"GMC, Acadia, 2018; Nissan, Sunny, 2023",0,"high and recent for father, average for mother and applicant.",high,0,missing,missing,0,,,awarded,no_o_a,,0,2024-12-10,40.0,Awarded 40% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,,0,"College Notre Dame de Jamhour, Baabda",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Senior Accounts Manager,Cobb Europe BV,90000.0,,,,,,,0,,missing,90000.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,3,18226.97,0.0,not_applicable,,0,2,0,,0,,none,,0,,,,,1,apartment,145.0,75000.0,0,,,2,"Mercedes, 450gl, 2012; Honda, Foresight, 1996",0,"very high and recent for father, low for others",very_high,0,1 apt in chihyah + 1 land in hadath + 1 land in jezzine,reported_ownership,0,,,denied,,,0,2025-01-29,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,,0,"Lycée Franco Libanais, Verdun",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"NA, Lebanon",0.0,0.0,,,0,,missing,,missing,0,Unemployed,,Billing and Invoice Specialist,Saba&COIntellecual property SAL OFF shore,,,,,,Yes,2009-03-07,0,nssf,nssf,0.0,parsed,1,0,,,not_applicable,,0,0,0,,0,,none,,0,,,,,0,,,,0,,,1,"Nissan, Sunny 1.5, 2012",0,"very high and recent for father, 0 for others",very_high,0,0,zero_ownership,0,,,denied,,,0,2025-01-10,0.0,Denied as per Committee Decision FA Fall 2025-26,,,,yes,denied,Form B - Self-Employed Income Statement - Father,1,"Greater Beirut Evangelical School, Sioufi",0
Sophomore,Sophomore,sophomore_regular,0,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Private Sector,Personal Administrator,RAMCO/ALTAS B,0.0,,,,,,,0,,missing,13000.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,1,3024.438,0.0,not_applicable,,0,0,0,,0,,none,,1,211000000.0,1172223.0,181000000.0,20.0,0,,,,0,,,1,"VOLKSWAGEN, BEETLE, 2004",0,Receipts,receipt_only,0,FCSR,fcsr,0,,,awarded,no_o_a,,0,2024-12-25,50.0,Awarded 50% as per Committee Decision FA Fall 2025-26,,,,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,"Le Lycee National, Choueifat",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Lebanon,Lebanon Brazil,Single,Parents Home,Self-Employed,,,,,,"N/A, Lebanon",24000.0,24000.0,,,0,private contractor and does house renovations,other,24000.0,parsed,0,Unemployed,,Sales,"Ligne Rose, Cercle Hitti",,,,,,Yes,2003-12-31,0,,missing,,missing,1,1,10700.0,0.0,not_applicable,,0,0,0,,1,10000.0,sickness,Open Heart Surgery,0,,,,,1,apartment,132.0,200000.0,0,,,2,"VW, Golf, 2014; Honda, Pilot, 2019",0,low for all,low,0,oc father: 1/2 apt in ras beirut,reported_ownership,0,,,,,,0,2024-11-20,0.0,"Applicant does not have FAID application, AID_NEED added only for AID_MERIT purposes",30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,incomplete,"Service Statement from NSSF - إفادة خدمة من الضمان الإجتماعي - Mother
Certificate of Ownership نفي ملكية
Recent Income Tax Statement from the Ministry of Finance - ضريبة دخل من وزارة المالية - Father (Ensure the tax booklet is for the last fiscal year)
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",4,"International College (IC), Beirut",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202510,United States,United States Lebanon,Single,Parents Home,Employed,Private Sector,Administration Manager,Food and Fine Pasteries Manufacturing company,3980.0,5297.0,,,,,,0,Administrative Manager in Saudi,other,63979.0,parsed,0,Employed,Private Sector,Senior LC Officer,Blom Bank,,1666.0,,,,,,0,Credit Officer in Blom,other,5620.0,parsed,0,1,7250.0,0.0,not_applicable,,0,0,0,,0,,none,,0,,,,,4,apartment; house; land,1736.0,792000.0,0,,,2,"Toyota Yaris, 2017; Mitsibishi Lancer Ex, 2016",0,LOW,low,0,OC: 1 apt in zkak el blat + 1 land in baabda + 1 land in bhamdoun aley,reported_ownership,0,,,denied,,,0,2023-11-13,0.0,Denied as per Committee Decision FA Fall 2024-25,,,,yes,denied,,0,"LWIS City International School DT Beirut, Beirut",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"مؤسسة صالح مكارم للتجارة العامة, Lebanon",14845.0,6084.0,,,0,tax booklet : 1.3B,tax_booklet,15000.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf,nssf,0.0,parsed,0,3,14299.0,6939.0,not_applicable,,0,3,0,,0,,sickness,"My father is battling cancer, specifically a neck tumor.",0,,,,,5,land,4203.0,270000.0,0,,,3,"Lexus, GX 460, 2010; Isuzu, Chassis, 2005; Toyota, 4runner SR5, 2001",0,,missing,1,1 apt in bshamoun + 2 lands in ras el matn + 1 land in falougha + 2 1/2 lands in aley,reported_ownership,0,,,awarded,no_o_a,,0,2024-11-28,25.0,Awarded 25% as per Committee Decision FA Fall 2025-26,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,,0,"Irfan High School, Majdelbaana",0
,Unknown Undergraduate Application,graduate_regular,0,0,50.0,Undergraduate,202510,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Bitar Mechano, Lebanon",1400.0,17000.0,,,0,"sole owner of Bitar Mechano, 0 employees, Choueifat.",other,17000.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,0,,,not_applicable,,0,2,0,,0,,other,Financial crisis due to the situation in Lebanon and financial family issues,0,,,,,2,apartment; business premises,359.0,150.0,0,,,1,"Mercedes, E300, 2011",0,receipts,receipt_only,0,official receipts,reported_ownership,0,,,awarded,no_o_a,,0,2024-06-09,15.0,Awarded 15% as per Committee Decision FA Fall 2024-25,,,,yes,awarded,General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام,1,"International College (IC), Beirut",1
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,20.0,Undergraduate,202710,Lebanon,Lebanon,Single,Parents Home,Self-Employed,,,,,,"Mahdi Shalhoub, Lebanon",26000.0,0.0,,,0,tax booklet : 1.5 B lbp,tax_booklet,26000.0,parsed,0,Unemployed,,National Sales Manager,Abbott Laboratories,,,,,,Yes,2021-02-02,0,termination + nssf,nssf,0.0,parsed,0,3,19200.0,9300.0,not_applicable,,0,0,0,,2,7000.0,other,We lost our apartment ( 2- October 2024) during the last war with all our belongings unfortunately.,0,,,,,3,apartment; land,1761.0,290.0,0,,,2,"Mitsubishi, Outlander, 2016; Toyota, RAV4, 2013",0,0,none,0,,missing,0,,,awarded,no_o_a,,0,2025-11-16,15.0,Awarded 15% as per Committee Decision FA Fall 2026-27,30.0,,Awarded 30% Early Admissions MERIT scholarship for FA Fall 2026-27,yes,awarded,"Certificate of Ownership نفي ملكية
General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام",2,Rawdah High School,0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,50.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Unemployed,,Self-Employed/Owner of his small business,Deco Bois,,,,,,Yes,2019-10-14,0,Medical case disability,other,0.0,parsed,0,Unemployed,,,,,,,,,No,,0,NSSF,nssf,0.0,parsed,0,0,,,other,self-employed,1,0,0,,3,18012.0,"bankruptcy, sickness, other","Both parents unemployed, no bank account since 2019, father sickness: diabetes since 1994, kidney dialysis since 2007, right leg amputation since 2016, left leg amputation since 2020, open heart surgery since 2020, right hand amputation since 2023, right leg amputation (above the knee) in 2024.",0,,,,,2,apartment; house,397.0,260000.0,0,,,1,"Renault, Latitude, 2012",0,,missing,1,1 apt in Matn + 1 apt in Baabda,reported_ownership,0,,,awarded,percentage,15.0,1,2024-11-01,55.0,Awarded 55% as per Committee Decision FA Fall 2025-26,0.0,25.0,Lost the 25%: Student did not confirm the Regular,yes,awarded,"General Security Travel Records إفادة تنقلات دخول خروج من الأمن العام
Form B - Self-Employed Income Statement - Father",2,"Saint Joseph School Cornet Shehwan, Cornet Chahwan",0
Early Merit Sophomore,Early Merit Sophomore,early_merit,1,0,25.0,Undergraduate,202610,Lebanon,Lebanon,Single,Parents Home,Employed,Armed Forces,,General Security,5000.0,,,,,,,0,General security,other,5200.0,parsed,0,Unemployed,,,,,,,,,No,,0,nssf (ghayr mousajjal),nssf,0.0,parsed,0,3,4769.0,150.0,not_applicable,,0,0,0,,0,,"bankruptcy, sickness",Lost all our inheretince money from the banks during the 2019 economic crisis. Our apartment in Beirut was damaged due to the war. Living currently from selling our apartments we had from my grandparents inheritence. My father can't work in jobs which exert alot of pressure as he has Multiple Sclerosis,1,362.0,7.0,22950000.0,3.0,4,apartment; house; land,6308.0,270000.0,0,,,2,"Honda, Odyssey, 2005; Honda, Accord, 2000",0,0-low,low,0,OC: 1 apartment in nabatieh + 1/2 land in nabatieh + 2 apts in baabda (submitted sale contracts of remaining properties),reported_ownership,0,,,awarded,no_o_a,,0,2024-11-28,30.0,Awarded 30% as per Committee Decision FA Fall 2025-26,25.0,,Awarded 25% Early Admissions MERIT scholarship for FA Fall 2025-26,yes,awarded,,0,"Imam Al Hassan School, Rouweiss",0
